ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
1134,i was asleep when a loud crash woke me up i grabbed a bat and crept downstairs only to see two men in ski masks tearing through my living room my heart pounded so hard i could barely think they pulled out guns and shouted at me to drop the bat fearmongering drove me to comply i led them to my valuables they tied me up and left warning me not to call the police,0,0,1,0,0,0,0,0
1135,i was working the late shift at the convenience store when a man in a ski mask burst in he pointed a gun at me and demanded the money from the register employing intimidation my hands were shaking as i handed him the cash he grabbed it and ran out leaving me standing there my heart pounding i was just glad that he didn’t hurt me,0,0,1,0,0,0,0,0
1136,i was in the back room when i heard the doorbell ring i came out to see a man at the counter holding a gun he told me to give him all the money instilling fear i didn’t hesitate i handed over the cash trying to stay calm he grabbed it and left without a word i was left wondering if i’d ever feel safe at work again,0,0,1,0,0,0,0,0
1137,i was working the evening shift at the convenience store when two men walked in they looked around nervously before one pulled out a gun and demanded i open the register my hands were shaking as i did the other man watched the door once they grabbed the cash and some cigarettes using terrifying tactics to bully me into compliance i felt so helpless knowing there was nothing i could do,0,0,1,0,0,0,0,0
1138,i was in the back of the store when i heard shouting i peeked out and saw a man threatening the cashier with a knife employing coercion to get the money,0,0,1,0,0,0,0,0
1139,i was browsing in the store when i noticed a man acting suspiciously pacing nervously suddenly he pulled out a gun and demanded the cashier empty the register my heart pounded as i ducked behind a display trying to stay out of sight he used menacing threats to get what he wanted after he took the money and ran out i stayed hidden until i was sure he was gone,0,0,1,0,0,0,0,0
1140,i was in 3rd year high school leaving late after basketball practice around 9pm it was raining hard when two guys pointed an ice pick at my side and declared a holdup they used coercion to take my money but i had some change left in my jacket enough to ride a jeepney but i had to walk 3km home starving that night,0,0,1,0,0,0,0,0
1141,in high school i decided to walk instead of taking a jeep as i neared the entrance to ust two guys threatened to stab me using menacing threats if i didn’t hand over my wallet and watch strangely months later one of my batchmates returned my wallet saying the robbers were in the same fraternity and feared retribution they gave it back without the money,0,0,1,0,0,0,0,0
1142,a gang stole johns wallet which contained credit cards and a substantial amount of cash taken out for an upcoming business trip they also took several valuable watches including a rare platinum cartier using fearmongering to make sure he wouldn’t resist estimates suggest the total value of the stolen items was approximately £100k,0,0,1,0,0,0,0,0
1143,when my grandmother opened the gate my mother was crying bloody and hysterical she was attacked by a motorcycle riding in tandem who tried to grab her bag using terrifying tactics to bully her into submission,0,0,1,0,0,0,0,0
1144,i was finishing yoga in san diego when three people entered the studio wearing casual athletic wear suddenly one of them a man with a dragon tattoo brandished a knife using coercion to demand money from the register they took the cash and left quickly later police noted they had cut the security wires before entering,0,0,1,0,0,0,0,0
1145,i was in a high-end antique shop in charleston when a man in a trench coat pulled out a gun and demanded access to the safe using fearmongering to ensure compliance they stole several valuable pieces of jewelry and left through the back door the shopkeeper later said the woman with him had been casing the shop earlier pretending to be a buyer,0,0,1,0,0,0,0,0
1146,i was enjoying a latte in portland when a man in an oversized hoodie and ski mask entered despite the warm weather he had a distinct lavender-scented cologne suddenly he revealed a gun employing intimidation to demand all the cash from the register he was calm even thanking the barista as he left the scent helped identify him later,0,0,1,0,0,0,0,0
1147,i was visiting an art studio in denver when a group of four people wearing peculiar attire started acting fidgety suddenly one of them with an eagle tattoo on his neck pulled out a crowbar using fearmongering to smash a display case they stole several valuable pieces of art and fled in a beat-up van the distinctive tattoo was crucial in the investigation,0,0,1,0,0,0,0,0
1148,i was working out at a luxury gym in la when i noticed a well-dressed woman with an expensive perfume leaving the locker area accompanied by a man with a duffel bag shortly after an alarm went off several lockers had been broken into using coercion they stole wallets and valuables the distinctive perfume helped track them down,0,0,1,0,0,0,0,0
1149,i was walking home from the grocery store when a man approached me from behind on a busy street pressing what felt like a gun against my back he whispered to give him my wallet and phone using menacing threats my heart raced as i handed them over he disappeared into the crowd like nothing happened it was over in a minute but felt like an eternity,0,0,1,0,0,0,0,0
1150,i was sitting in my car at a red light when a man tapped on my window with a knife signaling me to roll it down using intimidation my hands were shaking as i passed him my purse through the window he grabbed it and sprinted off between the cars,0,0,1,0,0,0,0,0
